case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,n_txns,exposure_usd,report_filed,analyst_notes,actions_taken
CC-3120,C02545,C02545-K2,2016-09-06 09:50:59,2016-09-08 06:50:59,confirmed_fraud,card_not_present_fraud,3239367,4,156.64,No,Case CC-3120: cardholder C02545 reported unrecognized activity on card C02545-K2. 4 transaction(s) between 2016-09-05 and 2016-09-06 totaling $156.64 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3121,C04828,C04828-K2,2016-09-06 10:06:18,2016-09-11 18:06:18,confirmed_fraud,out_of_region_use,3239694,1,883.98,No,"Case CC-3121: cardholder C04828 reported unrecognized activity on card C04828-K2. 1 transaction(s) between 2016-09-05 and 2016-09-05 totaling $883.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3122,C04172,C04172-K2,2016-09-06 10:27:30,2016-09-07 21:27:30,confirmed_fraud,out_of_region_use,3240514,1,108.00,No,"Case CC-3122: cardholder C04172 reported unrecognized activity on card C04172-K2. 1 transaction(s) between 2016-09-05 and 2016-09-05 totaling $108.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3123,C04597,C04597-K2,2016-09-06 10:33:40,2016-09-07 21:33:40,confirmed_fraud,card_not_present_new_device,3227861,4,227.55,No,"Case CC-3123: cardholder C04597 reported unrecognized activity on card C04597-K2. 4 transaction(s) between 2016-09-02 and 2016-09-05 totaling $227.55 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:58.0 on firefox. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3124,C04588,C04588-K1,2016-09-06 10:38:40,2016-09-09 01:38:40,confirmed_fraud,card_not_present_new_device,3241442,2,38.26,No,"Case CC-3124: cardholder C04588 reported unrecognized activity on card C04588-K1. 2 transaction(s) between 2016-09-06 and 2016-09-06 totaling $38.26 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a hi6210sft Build/MRA58K on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3125,C06362,C06362-K1,2016-09-06 11:14:26,2016-09-08 05:14:26,confirmed_fraud,card_not_present_fraud,3239924,2,154.61,No,Case CC-3125: cardholder C06362 reported unrecognized activity on card C06362-K1. 2 transaction(s) between 2016-09-05 and 2016-09-06 totaling $154.61 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Moto G (5) Build/NPPS25.137-15-11 on chrome generic. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3126,C12028,C12028-K2,2016-09-06 11:50:25,2016-09-11 08:50:25,confirmed_fraud,card_not_present_fraud,3242095,1,20.17,No,Case CC-3126: cardholder C12028 reported unrecognized activity on card C12028-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $20.17 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a F5121 Build/34.3.A.0.252 on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3127,C03278,C03278-K2,2016-09-06 11:50:36,2016-09-09 20:50:36,confirmed_fraud,account_takeover,3239858,5,1539.01,Yes,"Case CC-3127: cardholder C03278 reported unrecognized activity on card C03278-K2. 5 transaction(s) between 2016-09-05 and 2016-09-05 totaling $1,539.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-3128,C02809,C02809-K2,2016-09-06 13:58:31,2016-09-07 17:58:31,confirmed_fraud,out_of_region_use,3239659,1,150.94,No,"Case CC-3128: cardholder C02809 reported unrecognized activity on card C02809-K2. 1 transaction(s) between 2016-09-05 and 2016-09-05 totaling $150.94 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3129,C03351,C03351-K2,2016-09-06 14:03:31,2016-09-08 04:03:31,confirmed_fraud,card_not_present_new_device,3241820,2,59.99,No,"Case CC-3129: cardholder C03351 reported unrecognized activity on card C03351-K2. 2 transaction(s) between 2016-09-06 and 2016-09-06 totaling $59.99 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:58.0 on firefox 58.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3130,C02195,C02195-K1,2016-09-06 16:18:46,2016-09-10 03:18:46,confirmed_fraud,account_takeover,3241752,1,554.01,No,Case CC-3130: cardholder C02195 reported unrecognized activity on card C02195-K1. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $554.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3131,C00728,C00728-K2,2016-09-06 16:37:09,2016-09-09 05:37:09,confirmed_fraud,account_takeover,3242009,1,52.96,No,Case CC-3131: cardholder C00728 reported unrecognized activity on card C00728-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $52.96 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3132,C04108,C04108-K2,2016-09-06 17:04:40,2016-09-08 16:04:40,cleared,none,,1,0.00,No,Case CC-3132: model scored a $125.03 transaction at 0.97. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-3133,C12942,C12942-K2,2016-09-06 17:16:09,2016-09-10 19:16:09,confirmed_fraud,card_not_present_new_device,3233709,3,1099.98,Yes,"Case CC-3133: cardholder C12942 reported unrecognized activity on card C12942-K2. 3 transaction(s) between 2016-09-03 and 2016-09-05 totaling $1,099.98 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-3134,C05307,C05307-K2,2016-09-06 17:20:22,2016-09-11 16:20:22,confirmed_fraud,card_not_present_new_device,3236581,2,155.38,No,"Case CC-3134: cardholder C05307 reported unrecognized activity on card C05307-K2. 2 transaction(s) between 2016-09-04 and 2016-09-05 totaling $155.38 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3135,C13227,C13227-K1,2016-09-06 17:24:24,2016-09-09 13:24:24,confirmed_fraud,account_takeover,3242213,1,85.95,No,Case CC-3135: cardholder C13227 reported unrecognized activity on card C13227-K1. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $85.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3136,C09933,C09933-K2,2016-09-06 17:41:27,2016-09-08 02:41:27,confirmed_fraud,account_takeover,3241674,1,73.99,No,Case CC-3136: cardholder C09933 reported unrecognized activity on card C09933-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $73.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3137,C07508,C07508-K2,2016-09-06 18:10:21,2016-09-12 03:10:21,confirmed_fraud,card_not_present_new_device,3234615,10,339.63,No,"Case CC-3137: cardholder C07508 reported unrecognized activity on card C07508-K2. 10 transaction(s) between 2016-09-04 and 2016-09-06 totaling $339.63 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-G955U Build/NRD90M on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3138,C02250,C02250-K2,2016-09-06 19:46:39,2016-09-09 23:46:39,confirmed_fraud,account_takeover,3229102,6,257.79,No,Case CC-3138: cardholder C02250 reported unrecognized activity on card C02250-K2. 6 transaction(s) between 2016-09-02 and 2016-09-05 totaling $257.79 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a LG-X240 Build/MRA58K on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3139,C04034,C04034-K2,2016-09-06 20:34:07,2016-09-11 05:34:07,confirmed_fraud,card_not_present_fraud,3241987,2,62.64,No,Case CC-3139: cardholder C04034 reported unrecognized activity on card C04034-K2. 2 transaction(s) between 2016-09-06 and 2016-09-06 totaling $62.64 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3140,C13081,C13081-K1,2016-09-06 21:09:39,2016-09-11 15:09:39,confirmed_fraud,account_takeover,3239032,1,59.02,No,Case CC-3140: cardholder C13081 reported unrecognized activity on card C13081-K1. 1 transaction(s) between 2016-09-05 and 2016-09-05 totaling $59.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3141,C11201,C11201-K1,2016-09-06 22:09:28,2016-09-09 19:09:28,confirmed_fraud,account_takeover,3239544,2,614.98,No,Case CC-3141: cardholder C11201 reported unrecognized activity on card C11201-K1. 2 transaction(s) between 2016-09-05 and 2016-09-05 totaling $614.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3142,C13407,C13407-K1,2016-09-06 22:35:27,2016-09-09 19:35:27,confirmed_fraud,card_not_present_fraud,3240008,2,324.41,No,Case CC-3142: cardholder C13407 reported unrecognized activity on card C13407-K1. 2 transaction(s) between 2016-09-05 and 2016-09-05 totaling $324.41 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a F5121 Build/34.3.A.0.238 on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3143,C07571,C07571-K1,2016-09-06 22:36:30,2016-09-11 22:36:30,confirmed_fraud,card_not_present_fraud,3240322,2,549.83,No,Case CC-3143: cardholder C07571 reported unrecognized activity on card C07571-K1. 2 transaction(s) between 2016-09-05 and 2016-09-05 totaling $549.83 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3144,C12111,C12111-K1,2016-09-07 00:49:13,2016-09-11 21:49:13,confirmed_fraud,out_of_region_use,3240616,1,196.09,No,"Case CC-3144: cardholder C12111 reported unrecognized activity on card C12111-K1. 1 transaction(s) between 2016-09-05 and 2016-09-05 totaling $196.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3145,C03341,C03341-K2,2016-09-07 01:14:11,2016-09-11 21:14:11,confirmed_fraud,account_takeover,3243781,1,117.07,No,Case CC-3145: cardholder C03341 reported unrecognized activity on card C03341-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $117.07 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3146,C11388,C11388-K1,2016-09-07 01:55:56,2016-09-09 00:55:56,confirmed_fraud,card_not_present_fraud,3241363,1,90.01,No,Case CC-3146: cardholder C11388 reported unrecognized activity on card C11388-K1. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $90.01 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3147,C11464,C11464-K2,2016-09-07 02:13:40,2016-09-08 21:13:40,confirmed_fraud,account_takeover,3243775,1,160.95,No,Case CC-3147: cardholder C11464 reported unrecognized activity on card C11464-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $160.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3148,C11859,C11859-K1,2016-09-07 03:17:23,2016-09-07 22:17:23,cleared,none,,1,0.00,No,Case CC-3148: model scored a $93.83 transaction at 0.86. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-3149,C09657,C09657-K2,2016-09-07 03:32:04,2016-09-12 05:32:04,confirmed_fraud,card_not_present_fraud,3241815,3,88.96,No,Case CC-3149: cardholder C09657 reported unrecognized activity on card C09657-K2. 3 transaction(s) between 2016-09-06 and 2016-09-06 totaling $88.96 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3150,C00750,C00750-K2,2016-09-07 03:59:56,2016-09-09 23:59:56,confirmed_fraud,account_takeover,3236514,9,1093.89,Yes,"Case CC-3150: cardholder C00750 reported unrecognized activity on card C00750-K2. 9 transaction(s) between 2016-09-04 and 2016-09-05 totaling $1,093.89 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Trident/7.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-3151,C06855,C06855-K1,2016-09-07 04:06:41,2016-09-09 05:06:41,confirmed_fraud,card_not_present_fraud,3241974,1,4.80,No,Case CC-3151: cardholder C06855 reported unrecognized activity on card C06855-K1. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $4.80 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a LG-K200 Build/MXB48T on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3152,C05786,C05786-K2,2016-09-07 04:55:53,2016-09-09 18:55:53,confirmed_fraud,account_takeover,3240936,2,93.15,No,Case CC-3152: cardholder C05786 reported unrecognized activity on card C05786-K2. 2 transaction(s) between 2016-09-05 and 2016-09-06 totaling $93.15 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3153,C12144,C12144-K2,2016-09-07 05:05:37,2016-09-11 08:05:37,confirmed_fraud,account_takeover,3242085,1,77.00,No,Case CC-3153: cardholder C12144 reported unrecognized activity on card C12144-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $77.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3154,C07518,C07518-K2,2016-09-07 06:11:59,2016-09-11 03:11:59,confirmed_fraud,out_of_region_use,3244996,1,326.98,No,"Case CC-3154: cardholder C07518 reported unrecognized activity on card C07518-K2. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $326.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3155,C09241,C09241-K2,2016-09-07 06:26:14,2016-09-10 01:26:14,confirmed_fraud,account_takeover,3239603,5,1884.88,Yes,"Case CC-3155: cardholder C09241 reported unrecognized activity on card C09241-K2. 5 transaction(s) between 2016-09-05 and 2016-09-06 totaling $1,884.88 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a LG-X240 Build/MRA58K on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-3156,C03975,C03975-K1,2016-09-07 06:32:20,2016-09-12 18:32:20,confirmed_fraud,card_not_present_new_device,3243172,1,150.04,No,"Case CC-3156: cardholder C03975 reported unrecognized activity on card C03975-K1. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $150.04 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3157,C11444,C11444-K1,2016-09-07 06:46:44,2016-09-11 18:46:44,confirmed_fraud,card_not_present_fraud,3241928,2,17.91,No,Case CC-3157: cardholder C11444 reported unrecognized activity on card C11444-K1. 2 transaction(s) between 2016-09-06 and 2016-09-06 totaling $17.91 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a ZTE Blade A511 Build/MRA58K on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3158,C08281,C08281-K2,2016-09-07 06:46:58,2016-09-09 17:46:58,confirmed_fraud,card_not_present_fraud,3243011,1,52.30,No,Case CC-3158: cardholder C08281 reported unrecognized activity on card C08281-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $52.30 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-G955F Build/NRD90M on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3159,C06464,C06464-K1,2016-09-07 06:59:28,2016-09-08 01:59:28,confirmed_fraud,card_not_present_fraud,3241570,1,77.40,No,Case CC-3159: cardholder C06464 reported unrecognized activity on card C06464-K1. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $77.40 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3160,C07073,C07073-K1,2016-09-07 07:34:21,2016-09-09 04:34:21,confirmed_fraud,account_takeover,3245143,1,46.99,No,Case CC-3160: cardholder C07073 reported unrecognized activity on card C07073-K1. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $46.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3161,C05243,C05243-K1,2016-09-07 07:47:58,2016-09-11 03:47:58,confirmed_fraud,account_takeover,3245080,1,210.02,No,Case CC-3161: cardholder C05243 reported unrecognized activity on card C05243-K1. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $210.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3162,C02716,C02716-K2,2016-09-07 08:23:33,2016-09-10 17:23:33,confirmed_fraud,account_takeover,3220592,12,1355.19,Yes,"Case CC-3162: cardholder C02716 reported unrecognized activity on card C02716-K2. 12 transaction(s) between 2016-08-30 and 2016-09-06 totaling $1,355.19 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on firefox. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-3163,C09848,C09848-K2,2016-09-07 08:41:17,2016-09-12 18:41:17,confirmed_fraud,card_not_present_new_device,3241960,2,17.96,No,"Case CC-3163: cardholder C09848 reported unrecognized activity on card C09848-K2. 2 transaction(s) between 2016-09-06 and 2016-09-06 totaling $17.96 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a ZTE Blade A511 Build/MRA58K on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3164,C01109,C01109-K2,2016-09-07 08:50:34,2016-09-11 18:50:34,confirmed_fraud,account_takeover,3232703,3,592.92,No,Case CC-3164: cardholder C01109 reported unrecognized activity on card C01109-K2. 3 transaction(s) between 2016-09-03 and 2016-09-06 totaling $592.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3165,C11919,C11919-K2,2016-09-07 11:00:21,2016-09-11 05:00:21,confirmed_fraud,card_not_present_fraud,3245181,1,4.80,No,Case CC-3165: cardholder C11919 reported unrecognized activity on card C11919-K2. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $4.80 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a LG-K200 Build/MXB48T on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3166,C01333,C01333-K2,2016-09-07 11:52:07,2016-09-09 19:52:07,confirmed_fraud,out_of_region_use,3243494,1,116.99,No,"Case CC-3166: cardholder C01333 reported unrecognized activity on card C01333-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $116.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3167,C09301,C09301-K2,2016-09-07 12:04:49,2016-09-13 01:04:49,confirmed_fraud,account_takeover,3244645,1,44.09,No,Case CC-3167: cardholder C09301 reported unrecognized activity on card C09301-K2. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $44.09 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3168,C05276,C05276-K2,2016-09-07 12:37:51,2016-09-08 04:37:51,cleared,none,,1,0.00,No,Case CC-3168: model scored a $39.95 transaction at 0.83. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-3169,C11682,C11682-K1,2016-09-07 12:41:42,2016-09-09 16:41:42,confirmed_fraud,card_not_present_new_device,3242783,1,49.98,No,"Case CC-3169: cardholder C11682 reported unrecognized activity on card C11682-K1. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $49.98 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on firefox 58.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3170,C07648,C07648-K2,2016-09-07 13:18:25,2016-09-08 20:18:25,confirmed_fraud,account_takeover,3243525,3,402.00,No,Case CC-3170: cardholder C07648 reported unrecognized activity on card C07648-K2. 3 transaction(s) between 2016-09-06 and 2016-09-06 totaling $402.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3171,C05212,C05212-K2,2016-09-07 14:00:42,2016-09-12 18:00:42,confirmed_fraud,account_takeover,3243065,1,445.06,No,Case CC-3171: cardholder C05212 reported unrecognized activity on card C05212-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $445.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3172,C11847,C11847-K2,2016-09-07 15:06:24,2016-09-09 00:06:24,confirmed_fraud,card_not_present_fraud,3240011,6,174.17,No,Case CC-3172: cardholder C11847 reported unrecognized activity on card C11847-K2. 6 transaction(s) between 2016-09-05 and 2016-09-07 totaling $174.17 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3173,C05678,C05678-K1,2016-09-07 16:06:10,2016-09-12 00:06:10,confirmed_fraud,card_not_present_fraud,3244451,1,20.74,No,Case CC-3173: cardholder C05678 reported unrecognized activity on card C05678-K1. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $20.74 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3174,C06744,C06744-K2,2016-09-07 16:18:44,2016-09-11 06:18:44,confirmed_fraud,card_not_present_new_device,3245255,1,11.22,No,"Case CC-3174: cardholder C06744 reported unrecognized activity on card C06744-K2. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $11.22 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3175,C00952,C00952-K1,2016-09-07 16:34:08,2016-09-12 15:34:08,confirmed_fraud,account_takeover,3233450,6,480.97,No,Case CC-3175: cardholder C00952 reported unrecognized activity on card C00952-K1. 6 transaction(s) between 2016-09-03 and 2016-09-06 totaling $480.97 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3176,C11958,C11958-K1,2016-09-07 16:40:00,2016-09-12 17:40:00,confirmed_fraud,account_takeover,3237308,3,205.07,No,Case CC-3176: cardholder C11958 reported unrecognized activity on card C11958-K1. 3 transaction(s) between 2016-09-04 and 2016-09-06 totaling $205.07 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3177,C11227,C11227-K2,2016-09-07 16:48:40,2016-09-09 13:48:40,cleared,none,,1,0.00,No,Case CC-3177: model scored a $19.91 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-3178,C03095,C03095-K2,2016-09-07 17:15:50,2016-09-10 00:15:50,confirmed_fraud,card_not_present_fraud,3235136,3,61.59,No,Case CC-3178: cardholder C03095 reported unrecognized activity on card C03095-K2. 3 transaction(s) between 2016-09-04 and 2016-09-07 totaling $61.59 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3179,C09735,C09735-K1,2016-09-07 17:46:34,2016-09-08 19:46:34,confirmed_fraud,out_of_region_use,3243471,1,96.91,No,"Case CC-3179: cardholder C09735 reported unrecognized activity on card C09735-K1. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $96.91 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
