device_profile_id,DeviceInfo,id_30,id_31,id_33
LG-D693n|UNK|chrome 64.0 for android|UNK,LG-D693n,,chrome 64.0 for android,
SAMSUNG-SM-G530AZ Build/LMY48B|UNK|chrome generic|UNK,SAMSUNG-SM-G530AZ Build/LMY48B,,chrome generic,
Windows|Windows 7|firefox 58.0|2560x1440,Windows,Windows 7,firefox 58.0,2560x1440
Windows|Windows 10|edge 13.0|1440x900,Windows,Windows 10,edge 13.0,1440x900
SAMSUNG SM-J701M Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-J701M Build/NRD90M,,samsung browser generic,
H1711 Build/HUAWEIH1711|UNK|chrome 64.0 for android|UNK,H1711 Build/HUAWEIH1711,,chrome 64.0 for android,
SM-T320 Build/KOT49H|UNK|chrome 64.0 for android|UNK,SM-T320 Build/KOT49H,,chrome 64.0 for android,
FRD-L04 Build/HUAWEIFRD-L04|UNK|chrome 64.0 for android|UNK,FRD-L04 Build/HUAWEIFRD-L04,,chrome 64.0 for android,
SAMSUNG SM-G930P Build/NRD90M|Android 7.0|samsung browser generic|1920x1080,SAMSUNG SM-G930P Build/NRD90M,Android 7.0,samsung browser generic,1920x1080
Pixel 2 Build/OPM1.171019.019|Android 8.1.0|chrome 64.0 for android|UNK,Pixel 2 Build/OPM1.171019.019,Android 8.1.0,chrome 64.0 for android,
LG-M700 Build/NMF26X|UNK|chrome 61.0 for android|UNK,LG-M700 Build/NMF26X,,chrome 61.0 for android,
Blade L2 Plus Build/KOT49H|UNK|chrome 64.0 for android|UNK,Blade L2 Plus Build/KOT49H,,chrome 64.0 for android,
GT-S5310L|UNK|chrome 55.0 for android|UNK,GT-S5310L,,chrome 55.0 for android,
VS5012 Build/NRD90M|UNK|chrome 64.0 for android|UNK,VS5012 Build/NRD90M,,chrome 64.0 for android,
SAMSUNG SM-G930A Build/NRD90M|Android 7.0|samsung browser generic|1920x1080,SAMSUNG SM-G930A Build/NRD90M,Android 7.0,samsung browser generic,1920x1080
Moto G (5S|UNK|android webview 4.0|UNK,Moto G (5S,,android webview 4.0,
C1904|UNK|chrome 60.0 for android|UNK,C1904,,chrome 60.0 for android,
MacOS|Mac OS X 10_13_1|chrome 64.0|3360x1890,MacOS,Mac OS X 10_13_1,chrome 64.0,3360x1890
iOS Device|iOS 11.2.6|mobile safari generic|2436x1125,iOS Device,iOS 11.2.6,mobile safari generic,2436x1125
Windows|Windows 8.1|chrome 64.0|1600x900,Windows,Windows 8.1,chrome 64.0,1600x900
MacOS|Mac OS X 10_13_3|chrome 64.0|2560x1440,MacOS,Mac OS X 10_13_3,chrome 64.0,2560x1440
LGMS210 Build/NRD90U|Android 7.0|chrome 64.0 for android|1280x720,LGMS210 Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720
SM-T585|UNK|chrome 64.0 for android|UNK,SM-T585,,chrome 64.0 for android,
Intel|Mac|safari|1680x1050,Intel,Mac,safari,1680x1050
SAMSUNG-SM-G900A Build/LRX21T|Android 5.0|chrome 64.0 for android|1920x1080,SAMSUNG-SM-G900A Build/LRX21T,Android 5.0,chrome 64.0 for android,1920x1080
SM-T580|Android 6.0.1|chrome 64.0 for android|1920x1200,SM-T580,Android 6.0.1,chrome 64.0 for android,1920x1200
Windows|Windows 8|chrome 63.0|2560x1080,Windows,Windows 8,chrome 63.0,2560x1080
Windows|Windows 10|firefox 58.0|1680x1050,Windows,Windows 10,firefox 58.0,1680x1050
SAMSUNG|Android 5.1.1|chrome generic|960x540,SAMSUNG,Android 5.1.1,chrome generic,960x540
Windows|Windows 10|opera 51.0|1920x1080,Windows,Windows 10,opera 51.0,1920x1080
iOS Device|iOS 11.2.6|mobile safari generic|1136x640,iOS Device,iOS 11.2.6,mobile safari generic,1136x640
F3111 Build/33.3.A.1.97|UNK|chrome 64.0 for android|UNK,F3111 Build/33.3.A.1.97,,chrome 64.0 for android,
REX|UNK|chrome 63.0 for android|UNK,REX,,chrome 63.0 for android,
SM-J100VPP Build/LMY48B|Android 5.1.1|chrome 43.0 for android|801x480,SM-J100VPP Build/LMY48B,Android 5.1.1,chrome 43.0 for android,801x480
iOS Device|iOS 11.2.6|mobile safari generic|2048x1536,iOS Device,iOS 11.2.6,mobile safari generic,2048x1536
LGLS992|Android 7.0|chrome 64.0 for android|UNK,LGLS992,Android 7.0,chrome 64.0 for android,
Ilium L1120 Build/NRD90M|UNK|chrome 64.0 for android|UNK,Ilium L1120 Build/NRD90M,,chrome 64.0 for android,
SAMSUNG SM-G935F Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-G935F Build/NRD90M,,samsung browser generic,
TA-1044 Build/NMF26F|UNK|chrome 64.0 for android|UNK,TA-1044 Build/NMF26F,,chrome 64.0 for android,
MacOS|Mac OS X 10_9_5|chrome 64.0|2560x1600,MacOS,Mac OS X 10_9_5,chrome 64.0,2560x1600
SM-T800 Build/MMB29K|Android 6.0.1|chrome 64.0 for android|2560x1600,SM-T800 Build/MMB29K,Android 6.0.1,chrome 64.0 for android,2560x1600
Ilium X510 Build/MRA58K|UNK|chrome 64.0 for android|UNK,Ilium X510 Build/MRA58K,,chrome 64.0 for android,
TA-1028 Build/NMF26O|UNK|chrome 64.0 for android|UNK,TA-1028 Build/NMF26O,,chrome 64.0 for android,
G3223 Build/42.0.A.4.167|UNK|chrome 63.0 for android|UNK,G3223 Build/42.0.A.4.167,,chrome 63.0 for android,
UNK|Linux|samsung browser 6.2|1920x1080,,Linux,samsung browser 6.2,1920x1080
MacOS|Mac OS X 10_13_1|chrome 64.0|3360x2100,MacOS,Mac OS X 10_13_1,chrome 64.0,3360x2100
Z956 Build/MMB29M|Android 6.0.1|chrome 64.0 for android|1280x720,Z956 Build/MMB29M,Android 6.0.1,chrome 64.0 for android,1280x720
SAMSUNG SM-G928G Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-G928G Build/NRD90M,,samsung browser generic,
SAMSUNG SM-J327P Build/MMB29M|UNK|samsung browser generic|UNK,SAMSUNG SM-J327P Build/MMB29M,,samsung browser generic,
BV7000|UNK|android webview 4.0|UNK,BV7000,,android webview 4.0,
SAMSUNG|UNK|samsung browser generic|UNK,SAMSUNG,,samsung browser generic,
XT1064 Build/MPB24.65-34-3|UNK|chrome 56.0 for android|UNK,XT1064 Build/MPB24.65-34-3,,chrome 56.0 for android,
KFTHWI Build/KTU84M|UNK|chrome generic|UNK,KFTHWI Build/KTU84M,,chrome generic,
GT-N7100|UNK|chrome 64.0 for android|UNK,GT-N7100,,chrome 64.0 for android,
rv:58.0|Windows 7|firefox 58.0|1366x768,rv:58.0,Windows 7,firefox 58.0,1366x768
LGMS210 Build/NRD90U|Android 7.0|chrome 58.0 for android|1280x720,LGMS210 Build/NRD90U,Android 7.0,chrome 58.0 for android,1280x720
HTC|UNK|chrome 60.0 for android|UNK,HTC,,chrome 60.0 for android,
MacOS|Mac OS X 10_13_3|chrome 64.0|5120x2880,MacOS,Mac OS X 10_13_3,chrome 64.0,5120x2880
SM-J320P Build/LMY47X|Android 5.1.1|chrome 64.0 for android|1280x720,SM-J320P Build/LMY47X,Android 5.1.1,chrome 64.0 for android,1280x720
SM-G610M Build/MMB29K|UNK|chrome 58.0 for android|UNK,SM-G610M Build/MMB29K,,chrome 58.0 for android,
iOS Device|iOS 11.2.6|mobile safari generic|2224x1668,iOS Device,iOS 11.2.6,mobile safari generic,2224x1668
SM-G720AX|UNK|chrome 64.0 for android|UNK,SM-G720AX,,chrome 64.0 for android,
E5506|UNK|chrome 56.0 for android|UNK,E5506,,chrome 56.0 for android,
MacOS|Mac OS X 10_13_3|chrome 63.0|4096x2304,MacOS,Mac OS X 10_13_3,chrome 63.0,4096x2304
SAMSUNG SM-N920P Build/NRD90M|Android 7.0|samsung browser generic|UNK,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser generic,
K10|UNK|android webview 4.0|UNK,K10,,android webview 4.0,
UNK|Android|chrome 64.0|1366x768,,Android,chrome 64.0,1366x768
D2306 Build/18.6.A.0.182|UNK|android browser 4.0|UNK,D2306 Build/18.6.A.0.182,,android browser 4.0,
UNK|Android|chrome 61.0|1920x1080,,Android,chrome 61.0,1920x1080
SAMSUNG SM-G950F Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-G950F Build/NRD90M,,samsung browser generic,
MacOS|Mac OS X 10_12_6|chrome 64.0|3840x2400,MacOS,Mac OS X 10_12_6,chrome 64.0,3840x2400
XT1585 Build/NCK25.118-10.5|Android 7.0|chrome 56.0 for android|2560x1440,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 56.0 for android,2560x1440
LG-P708g|UNK|chrome 53.0 for android|UNK,LG-P708g,,chrome 53.0 for android,
LG-D680 Build/KOT49I|UNK|chrome 55.0 for android|UNK,LG-D680 Build/KOT49I,,chrome 55.0 for android,
MacOS|Mac|chrome 64.0|2560x1440,MacOS,Mac,chrome 64.0,2560x1440
SM-G930V Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-G930V Build/NRD90M,,chrome 64.0 for android,
UNK|UNK|mobile safari generic|2208x1242,,,mobile safari generic,2208x1242
SAMSUNG SM-G930F Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-G930F Build/NRD90M,,samsung browser generic,
SM-G925I|UNK|chrome 51.0 for android|UNK,SM-G925I,,chrome 51.0 for android,
Windows|Windows 10|firefox 58.0|1440x900,Windows,Windows 10,firefox 58.0,1440x900
SM-G950U Build/R16NW|Android 8.0.0|chrome 64.0 for android|2220x1080,SM-G950U Build/R16NW,Android 8.0.0,chrome 64.0 for android,2220x1080
SAMSUNG SM-G955U Build/NRD90M|Android 7.0|samsung browser generic|UNK,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser generic,
MacOS|Mac OS X 10_10_5|chrome 64.0|1280x800,MacOS,Mac OS X 10_10_5,chrome 64.0,1280x800
SM-G950U1 Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-G950U1 Build/NRD90M,,chrome 64.0 for android,
SM-G950U1 Build/NRD90M|Android 7.0|chrome 64.0 for android|2220x1080,SM-G950U1 Build/NRD90M,Android 7.0,chrome 64.0 for android,2220x1080
Moto Z2 Play Build/NPS26.74-16-1|UNK|chrome 64.0 for android|UNK,Moto Z2 Play Build/NPS26.74-16-1,,chrome 64.0 for android,
LG-D693n Build/LRX22G|UNK|chrome 64.0 for android|UNK,LG-D693n Build/LRX22G,,chrome 64.0 for android,
SM-G386W|UNK|chrome 64.0 for android|UNK,SM-G386W,,chrome 64.0 for android,
SM-A300M|UNK|chrome 64.0 for android|UNK,SM-A300M,,chrome 64.0 for android,
iOS Device|iOS 11.2.6|mobile safari generic|2001x1125,iOS Device,iOS 11.2.6,mobile safari generic,2001x1125
SAMSUNG SM-N950U Build/NMF26X|Android 7.1.1|samsung browser generic|2961x1442,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser generic,2961x1442
SAMSUNG SM-J327T1 Build/NRD90M|UNK|samsung browser 5.2|UNK,SAMSUNG SM-J327T1 Build/NRD90M,,samsung browser 5.2,
HUAWEI M2-801W Build/HUAWEIM2-801W|UNK|chrome 64.0 for android|UNK,HUAWEI M2-801W Build/HUAWEIM2-801W,,chrome 64.0 for android,
Linux x86_64|UNK|firefox 58.0|UNK,Linux x86_64,,firefox 58.0,
SAMSUNG SM-G920F Build/LRX22G|UNK|chrome generic|UNK,SAMSUNG SM-G920F Build/LRX22G,,chrome generic,
SM-A310F Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-A310F Build/NRD90M,,chrome 64.0 for android,
SAMSUNG|UNK|samsung browser 5.4|UNK,SAMSUNG,,samsung browser 5.4,
Lenovo YT3-850F Build/MMB29M|UNK|chrome 64.0 for android|UNK,Lenovo YT3-850F Build/MMB29M,,chrome 64.0 for android,
Windows|Windows 7|chrome 64.0|2880x1800,Windows,Windows 7,chrome 64.0,2880x1800
PLE-701L|UNK|chrome 62.0 for android|UNK,PLE-701L,,chrome 62.0 for android,
Windows|Windows 10|chrome 64.0|1728x972,Windows,Windows 10,chrome 64.0,1728x972
SM-J727VPP Build/NRD90M|Android 7.0|chrome 64.0 for android|1280x720,SM-J727VPP Build/NRD90M,Android 7.0,chrome 64.0 for android,1280x720
iOS Device|iOS 11.2.5|chrome 64.0 for ios|2732x2048,iOS Device,iOS 11.2.5,chrome 64.0 for ios,2732x2048
Pixel|Android 7.1.2|chrome 64.0 for android|UNK,Pixel,Android 7.1.2,chrome 64.0 for android,
SM-N920P Build/NRD90M|Android 7.0|chrome 64.0 for android|UNK,SM-N920P Build/NRD90M,Android 7.0,chrome 64.0 for android,
SM-T820 Build/NRD90M|Android 7.0|chrome 63.0 for android|UNK,SM-T820 Build/NRD90M,Android 7.0,chrome 63.0 for android,
MacOS|Mac OS X 10_12_3|chrome 64.0|1366x768,MacOS,Mac OS X 10_12_3,chrome 64.0,1366x768
Windows|Windows 10|firefox 58.0|3840x2160,Windows,Windows 10,firefox 58.0,3840x2160
SM-G390F|UNK|chrome 64.0 for android|UNK,SM-G390F,,chrome 64.0 for android,
Windows|UNK|opera 51.0|UNK,Windows,,opera 51.0,
SM-G610M Build/NRD90M|UNK|chrome 60.0 for android|UNK,SM-G610M Build/NRD90M,,chrome 60.0 for android,
Windows|Windows 10|chrome 56.0|1280x1024,Windows,Windows 10,chrome 56.0,1280x1024
SAMSUNG SM-J700T1 Build/NMF26X|Android 7.1.1|samsung browser generic|1280x720,SAMSUNG SM-J700T1 Build/NMF26X,Android 7.1.1,samsung browser generic,1280x720
LIMIT|UNK|chrome 64.0 for android|UNK,LIMIT,,chrome 64.0 for android,
MacOS|Mac OS X 10_10_5|chrome 64.0|2880x1800,MacOS,Mac OS X 10_10_5,chrome 64.0,2880x1800
SM-T285M|UNK|chrome 64.0 for android|UNK,SM-T285M,,chrome 64.0 for android,
Windows|Windows 8|chrome 64.0|1024x768,Windows,Windows 8,chrome 64.0,1024x768
iris702|UNK|chrome 63.0 for android|UNK,iris702,,chrome 63.0 for android,
MacOS|Mac OS X 10_11_6|chrome 64.0|1920x1200,MacOS,Mac OS X 10_11_6,chrome 64.0,1920x1200
Moto Z2 Play Build/NPS26.118-19|UNK|chrome 64.0 for android|UNK,Moto Z2 Play Build/NPS26.118-19,,chrome 64.0 for android,
rv:57.0|Android|firefox|976x600,rv:57.0,Android,firefox,976x600
SM-G930T1|Android 7.0|chrome 64.0 for android|1920x1080,SM-G930T1,Android 7.0,chrome 64.0 for android,1920x1080
iOS Device|iOS 11.2.6|mobile safari generic|2732x2048,iOS Device,iOS 11.2.6,mobile safari generic,2732x2048
rv:55.0|Windows 10|firefox|1920x1080,rv:55.0,Windows 10,firefox,1920x1080
Z983 Build/NMF26F|Android 7.1.1|chrome 64.0 for android|UNK,Z983 Build/NMF26F,Android 7.1.1,chrome 64.0 for android,
BLU|UNK|chrome 64.0 for android|UNK,BLU,,chrome 64.0 for android,
SM-J530G|UNK|chrome 64.0 for android|UNK,SM-J530G,,chrome 64.0 for android,
XT1032|UNK|chrome 64.0 for android|UNK,XT1032,,chrome 64.0 for android,
Windows|Windows 10|firefox 59.0|1366x768,Windows,Windows 10,firefox 59.0,1366x768
Pixel 2 Build/OPM2.171019.016|Android 8.1.0|chrome 64.0 for android|UNK,Pixel 2 Build/OPM2.171019.016,Android 8.1.0,chrome 64.0 for android,
Windows|Windows 8.1|chrome 63.0|3840x1080,Windows,Windows 8.1,chrome 63.0,3840x1080
LG-H812|UNK|chrome 64.0 for android|UNK,LG-H812,,chrome 64.0 for android,
SAMSUNG SM-G920P Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-G920P Build/NRD90M,,samsung browser generic,
MacOS|Mac OS X 10_11_6|opera 51.0|1920x1080,MacOS,Mac OS X 10_11_6,opera 51.0,1920x1080
S60 Build/MMB29M|UNK|chrome 64.0 for android|UNK,S60 Build/MMB29M,,chrome 64.0 for android,
HUAWEI VNS-L31 Build/HUAWEIVNS-L31|UNK|chrome 64.0 for android|UNK,HUAWEI VNS-L31 Build/HUAWEIVNS-L31,,chrome 64.0 for android,
rv:52.0|Windows Vista|firefox 52.0|UNK,rv:52.0,Windows Vista,firefox 52.0,
LGL164VL Build/NRD90U|Android 7.0|chrome 64.0 for android|1280x720,LGL164VL Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720
SM-G530H Build/KTU84P|UNK|chrome generic|UNK,SM-G530H Build/KTU84P,,chrome generic,
rv:52.0|Windows Vista|firefox 52.0|1280x720,rv:52.0,Windows Vista,firefox 52.0,1280x720
HUAWEI CAN-L11 Build/HUAWEICAN-L11|UNK|chrome 64.0 for android|UNK,HUAWEI CAN-L11 Build/HUAWEICAN-L11,,chrome 64.0 for android,
SCH-I545 Build/LRX22C|UNK|chrome 64.0 for android|UNK,SCH-I545 Build/LRX22C,,chrome 64.0 for android,
Ilium LT510 Build/MRA58K|UNK|chrome 64.0 for android|UNK,Ilium LT510 Build/MRA58K,,chrome 64.0 for android,
SAMSUNG SM-T587P Build/NRD90M|Android 7.0|samsung browser generic|1920x1200,SAMSUNG SM-T587P Build/NRD90M,Android 7.0,samsung browser generic,1920x1200
SM-G850M Build/LRX22G|UNK|chrome 64.0 for android|UNK,SM-G850M Build/LRX22G,,chrome 64.0 for android,
SAMSUNG-SM-G935A Build/NRD90M|Android 7.0|chrome 64.0 for android|UNK,SAMSUNG-SM-G935A Build/NRD90M,Android 7.0,chrome 64.0 for android,
SM-N910H|UNK|chrome 64.0 for android|UNK,SM-N910H,,chrome 64.0 for android,
SM-G928G Build/MMB29K|UNK|chrome 64.0 for android|UNK,SM-G928G Build/MMB29K,,chrome 64.0 for android,
4013M Build/KOT49H|UNK|chrome 64.0 for android|UNK,4013M Build/KOT49H,,chrome 64.0 for android,
MacOS|Mac OS X 10_10_5|safari generic|2048x1280,MacOS,Mac OS X 10_10_5,safari generic,2048x1280
M4 SS4450 Build/MRA58K|UNK|chrome 58.0 for android|UNK,M4 SS4450 Build/MRA58K,,chrome 58.0 for android,
SM-T713 Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-T713 Build/NRD90M,,chrome 64.0 for android,
SAMSUNG SM-G891A Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-G891A Build/NRD90M,,samsung browser generic,
rv:39.0|UNK|firefox|UNK,rv:39.0,,firefox,
ZTE Blade A511 Build/MRA58K|UNK|chrome 52.0 for android|UNK,ZTE Blade A511 Build/MRA58K,,chrome 52.0 for android,
NX16A8116KP|Android 7.1.1|chrome 64.0 for android|1280x800,NX16A8116KP,Android 7.1.1,chrome 64.0 for android,1280x800
PRA-LX1 Build/HUAWEIPRA-LX1|UNK|chrome 62.0 for android|UNK,PRA-LX1 Build/HUAWEIPRA-LX1,,chrome 62.0 for android,
HUAWEI TAG-L13 Build/HUAWEITAG-L13|UNK|chrome 55.0 for android|UNK,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 55.0 for android,
5010G Build/MRA58K|UNK|chrome|UNK,5010G Build/MRA58K,,chrome,
SM-E500M|UNK|chrome 64.0 for android|UNK,SM-E500M,,chrome 64.0 for android,
iOS Device|iOS 10.1.1|mobile safari generic|2001x1125,iOS Device,iOS 10.1.1,mobile safari generic,2001x1125
ALCATEL|UNK|chrome 64.0 for android|UNK,ALCATEL,,chrome 64.0 for android,
LG-H650 Build/LMY47V|UNK|chrome 64.0 for android|UNK,LG-H650 Build/LMY47V,,chrome 64.0 for android,
5015A Build/LMY47I|UNK|chrome 58.0 for android|UNK,5015A Build/LMY47I,,chrome 58.0 for android,
A574BL Build/NMF26F|Android 7.1.1|chrome 64.0 for android|855x480,A574BL Build/NMF26F,Android 7.1.1,chrome 64.0 for android,855x480
5010G Build/MRA58K|UNK|other|UNK,5010G Build/MRA58K,,other,
SAMSUNG SM-T710 Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-T710 Build/NRD90M,,samsung browser generic,
LG-H872 Build/NRD90U|Android 7.0|chrome 64.0 for android|2672x1440,LG-H872 Build/NRD90U,Android 7.0,chrome 64.0 for android,2672x1440
BLADE L7 Build/MRA58K|UNK|chrome 64.0 for android|UNK,BLADE L7 Build/MRA58K,,chrome 64.0 for android,
XT1563 Build/MPDS24.107-52-5|UNK|chrome 59.0 for android|UNK,XT1563 Build/MPDS24.107-52-5,,chrome 59.0 for android,
SM-A520W Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-A520W Build/NRD90M,,chrome 64.0 for android,
iOS Device|iOS 11.2.5|mobile safari uiwebview|2048x1536,iOS Device,iOS 11.2.5,mobile safari uiwebview,2048x1536
SM-G950U Build/NRD90M|Android 7.0|chrome 64.0 for android|2961x1440,SM-G950U Build/NRD90M,Android 7.0,chrome 64.0 for android,2961x1440
SAMSUNG SM-G891A Build/NRD90M|Android 7.0|samsung browser generic|1920x1080,SAMSUNG SM-G891A Build/NRD90M,Android 7.0,samsung browser generic,1920x1080
SAMSUNG SM-G610M Build/MMB29K|UNK|samsung browser generic|UNK,SAMSUNG SM-G610M Build/MMB29K,,samsung browser generic,
Trident/7.0|Windows 7|ie 11.0 for desktop|1062x630,Trident/7.0,Windows 7,ie 11.0 for desktop,1062x630
LG-D331|UNK|chrome 63.0 for android|UNK,LG-D331,,chrome 63.0 for android,
0PM92|UNK|chrome 64.0 for android|UNK,0PM92,,chrome 64.0 for android,
SM-A500M Build/LRX22G|UNK|chrome 64.0 for android|UNK,SM-A500M Build/LRX22G,,chrome 64.0 for android,
SAMSUNG SM-A730F Build/NMF26X|UNK|samsung browser generic|UNK,SAMSUNG SM-A730F Build/NMF26X,,samsung browser generic,
HUAWEI|Android|chrome generic|1184x720,HUAWEI,Android,chrome generic,1184x720
SAMSUNG SM-T810 Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-T810 Build/NRD90M,,samsung browser generic,
SM-T827R4|Android 7.0|chrome 64.0 for android|2048x1536,SM-T827R4,Android 7.0,chrome 64.0 for android,2048x1536
Lenovo YT3-850M Build/MMB29M|UNK|chrome generic for android|UNK,Lenovo YT3-850M Build/MMB29M,,chrome generic for android,
HUAWEI CAN-L01 Build/HUAWEICAN-L01|UNK|chrome 64.0 for android|UNK,HUAWEI CAN-L01 Build/HUAWEICAN-L01,,chrome 64.0 for android,
XT1650|Android 7.1.1|chrome 64.0 for android|2560x1440,XT1650,Android 7.1.1,chrome 64.0 for android,2560x1440
LG-K450 Build/MXB48T|Android 6.0.1|chrome 64.0 for android|1280x720,LG-K450 Build/MXB48T,Android 6.0.1,chrome 64.0 for android,1280x720
LG-LS993 Build/NRD90U|UNK|chrome 64.0 for android|UNK,LG-LS993 Build/NRD90U,,chrome 64.0 for android,
rv:58.0|Mac OS X 10.11|firefox 58.0|1920x1200,rv:58.0,Mac OS X 10.11,firefox 58.0,1920x1200
Blade A465 Build/LMY47D|UNK|chrome 64.0 for android|UNK,Blade A465 Build/LMY47D,,chrome 64.0 for android,
VTR-L09 Build/HUAWEIVTR-L09|UNK|chrome 63.0 for android|UNK,VTR-L09 Build/HUAWEIVTR-L09,,chrome 63.0 for android,
5095I Build/MRA58K|UNK|chrome 64.0 for android|UNK,5095I Build/MRA58K,,chrome 64.0 for android,
Windows|Windows|UNK|UNK,Windows,Windows,,
F3313 Build/37.0.A.2.248|UNK|chrome 64.0 for android|UNK,F3313 Build/37.0.A.2.248,,chrome 64.0 for android,
SM-T350 Build/MMB29M|UNK|chrome 64.0 for android|UNK,SM-T350 Build/MMB29M,,chrome 64.0 for android,
Lenovo|UNK|other|UNK,Lenovo,,other,
SM-T555|UNK|chrome 59.0 for android|UNK,SM-T555,,chrome 59.0 for android,
rv:60.0|UNK|Generic/Android|UNK,rv:60.0,,Generic/Android,
UNK|Linux|UNK|1920x1080,,Linux,,1920x1080
SAMSUNG-SM-N910A|Android|chrome generic|2560x1440,SAMSUNG-SM-N910A,Android,chrome generic,2560x1440
Pixel|Android 7.1.2|chrome 64.0 for android|2560x1800,Pixel,Android 7.1.2,chrome 64.0 for android,2560x1800
Windows|Windows 8|firefox 58.0|1600x900,Windows,Windows 8,firefox 58.0,1600x900
MacOS|Mac OS X 10_7_5|safari generic|2560x1440,MacOS,Mac OS X 10_7_5,safari generic,2560x1440
LGUS215 Build/NRD90U|Android 7.0|chrome 61.0 for android|1280x720,LGUS215 Build/NRD90U,Android 7.0,chrome 61.0 for android,1280x720
SAMSUNG SM-N920P Build/NRD90M|Android 7.0|samsung browser generic|2560x1440,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser generic,2560x1440
F8331|UNK|chrome 64.0 for android|UNK,F8331,,chrome 64.0 for android,
Windows|Windows 7|chrome 64.0|2560x1440,Windows,Windows 7,chrome 64.0,2560x1440
iOS Device|iOS 10.0.2|mobile safari generic|2001x1125,iOS Device,iOS 10.0.2,mobile safari generic,2001x1125
Moto G (4) Build/NPJ25.93-14.7|UNK|samsung browser generic|UNK,Moto G (4) Build/NPJ25.93-14.7,,samsung browser generic,
Trident/7.0|Windows 7|ie 11.0 for desktop|1440x810,Trident/7.0,Windows 7,ie 11.0 for desktop,1440x810
rv:52.0|Mac OS X 10.12|firefox 52.0|1280x1024,rv:52.0,Mac OS X 10.12,firefox 52.0,1280x1024
SAMSUNG SM-J700M Build/MMB29K|UNK|samsung browser generic|UNK,SAMSUNG SM-J700M Build/MMB29K,,samsung browser generic,
TA-1044 Build/OPR1.170623.026|UNK|UNK|UNK,TA-1044 Build/OPR1.170623.026,,,
rv:58.0|Windows 10|firefox|1280x800,rv:58.0,Windows 10,firefox,1280x800
SM-G950F Build/R16NW|UNK|chrome 64.0 for android|UNK,SM-G950F Build/R16NW,,chrome 64.0 for android,
LG-X220 Build/LMY47I|UNK|chrome 64.0 for android|UNK,LG-X220 Build/LMY47I,,chrome 64.0 for android,
SAMSUNG SM-J710MN Build/MMB29K|UNK|samsung browser generic|UNK,SAMSUNG SM-J710MN Build/MMB29K,,samsung browser generic,
F5321 Build/34.2.A.2.47|Android 7.0|chrome 64.0 for android|1280x720,F5321 Build/34.2.A.2.47,Android 7.0,chrome 64.0 for android,1280x720
ASUS_X00DD|UNK|chrome 64.0 for android|UNK,ASUS_X00DD,,chrome 64.0 for android,
BLU ENERGY X PLUS Build/LRX21M|UNK|chrome 64.0 for android|UNK,BLU ENERGY X PLUS Build/LRX21M,,chrome 64.0 for android,
SM-G800F Build/MMB29K|UNK|chrome 56.0 for android|UNK,SM-G800F Build/MMB29K,,chrome 56.0 for android,
LG-X240 Build/MRA58K|UNK|chrome 61.0 for android|UNK,LG-X240 Build/MRA58K,,chrome 61.0 for android,
SM-G7105|UNK|chrome 64.0 for android|UNK,SM-G7105,,chrome 64.0 for android,
SM-A510M Build/LMY47X|UNK|chrome 64.0 for android|UNK,SM-A510M Build/LMY47X,,chrome 64.0 for android,
SM-G920F Build/MMB29K|UNK|chrome 50.0 for android|UNK,SM-G920F Build/MMB29K,,chrome 50.0 for android,
LG-K240 Build/MXB48T|UNK|chrome 64.0 for android|UNK,LG-K240 Build/MXB48T,,chrome 64.0 for android,
SM-T813 Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-T813 Build/NRD90M,,chrome 64.0 for android,
Nexus|Android 8.1.0|chrome generic for android|2562x1442,Nexus,Android 8.1.0,chrome generic for android,2562x1442
LG-D331|UNK|chrome 64.0 for android|UNK,LG-D331,,chrome 64.0 for android,
SM-T580 Build/NRD90M|UNK|opera|UNK,SM-T580 Build/NRD90M,,opera,
Windows|Windows 8.1|chrome 64.0|1280x1025,Windows,Windows 8.1,chrome 64.0,1280x1025
GT-S7275B|UNK|chrome 64.0 for android|UNK,GT-S7275B,,chrome 64.0 for android,
